"names" "transcripts" "pool_ratio" "weighted_length"
"5010" "YNL056W" 1.472 31.2128869236
"5011" "YNL038W" 1.472 34.1887031944
"5012" "YOR324C" 1.473 32.6600985222
"5013" "YOR304C-A" 1.473 33.3035099794
"5014" "YLR390W-A-R" 1.474 30.2040816327
"5015" "YJL221C" 1.474 31.4467145224
"5016" "YPL270W" 1.474 32.4414579515
"5017" "YBL057C" 1.474 34.4929859719
"5018" "YBR127C" 1.475 30.5732604186
"5019" "YMR148W" 1.475 30.8981703936
"5020" "YDL050C" 1.475 31.3581223629
"5021" "YLL062C" 1.475 32.2960857205
"5022" "YIL034C" 1.475 32.6412429379
"5023" "YIL113W" 1.476 28.6317411402
"5024" "YLR061W" 1.476 29.1518593149
"5025" "YDR066C" 1.476 30.9700548292
"5026" "YCR051W" 1.476 33.4627472731
"5027" "YPR176C" 1.477 32.7362637363
"5028" "YER126C" 1.477 33.345461509
"5029" "YLR275W" 1.479 32.8616236162
"5030" "YKR087C" 1.479 33.5156706249
"5031" "YIL106W" 1.48 31.1355802375
"5032" "YOL040C" 1.48 33.6505765097
"5033" "YPL163C" 1.48 34.1314814815
"5034" "YDR336W" 1.481 30.7836990596
"5035" "YOR369C" 1.481 31.5429403202
"5036" "YLR126C" 1.481 32.5602643857
"5037" "YBR246W" 1.481 34.2767295597
"5038" "YOR067C" 1.482 30.9407735697
"5039" "YOL008W" 1.482 33.432543993
"5040" "YPR172W" 1.483 33.2954114524
"5041" "YLR016C" 1.483 34.5652173913
"5042" "YPL057C" 1.486 28.8184931507
"5043" "YCL005W" 1.486 33.6020485584
"5044" "YMR120C" 1.487 31.5662878788
"5045" "YOL010W" 1.487 31.6540182915
"5046" "YLL022C" 1.487 32.1005706134
"5047" "YPL014W" 1.487 32.7375310314
"5048" "YLR188W" 1.487 32.9974108743
"5049" "YDL162C" 1.488 28.1185673117
"5050" "YLR111W" 1.488 32.6550425996
"5051" "YPR082C" 1.488 33.6790606654
"5052" "YNL336W" 1.489 32.8582995951
"5053" "YER186C" 1.489 33.4006011164
"5054" "YLR328W" 1.49 32.4415584416
"5055" "YHR133C" 1.491 31.2591508053
"5056" "YBR262C" 1.491 32.0646815224
"5057" "YJR074W" 1.491 32.4014968083
"5058" "YBR159W" 1.492 33.4463502194
"5059" "YDR465C" 1.492 34.1066618783
"5060" "YLR134W" 1.493 32.6869027544
"5061" "YBR089C-A" 1.493 35.2183627869
"5062" "YOR082C" 1.494 29.4835965978
"5063" "YIL065C" 1.494 31.669770329
"5064" "YLR358C" 1.496 28.1205073996
"5065" "YPR128C" 1.497 33.8869257951
"5066" "YPL244C" 1.498 31.8399209486
"5067" "YIL142W" 1.498 32.0672889926
"5068" "YBR068C" 1.498 32.4913254684
"5069" "YPR052C" 1.499 31.2691507471
"5070" "YKL018W" 1.499 33.0310215372
"5071" "YCR031C" 1.5 33.76
"5072" "YLR018C" 1.501 32.0563610374
"5073" "YFR043C" 1.501 32.3230253353
"5074" "YGR082W" 1.501 34.8322910745
"5075" "YKR049C" 1.502 31.3279908414
"5076" "YDR033W" 1.502 31.3966684972
"5077" "YIL154C" 1.503 32.0785659802
"5078" "YLR412W" 1.505 29.9364035088
"5079" "YJL103C" 1.505 29.9646295932
"5080" "YDR264C" 1.506 32.250047792
"5081" "YDR367W" 1.506 32.3315228324
"5082" "YCR044C" 1.508 33.8226232394
"5083" "YOL136C" 1.508 37.3311435024
"5084" "YPL071C" 1.509 30.604988831
"5085" "YJR102C" 1.509 31.8779090584
"5086" "YDR203W" 1.509 31.8935443266
"5087" "YIL162W" 1.51 31.3717923982
"5088" "YKL061W" 1.51 31.4013220019
"5089" "YER048W-A" 1.51 33.3382734346
"5090" "YJR079W" 1.511 29.174161897
"5091" "YHR166C" 1.511 30.6297745482
"5092" "YPR028W" 1.511 32.5717344754
"5093" "YOL016C" 1.511 33.2698412698
"5094" "YOR283W" 1.511 35.1829017674
"5095" "YHR003C" 1.512 32.1228278041
"5096" "YDL133W" 1.513 31.8897791675
"5097" "YBR145W" 1.513 34.3803291691
"5098" "YNR014W" 1.514 31.3570205479
"5099" "YEL020W-A" 1.515 31.9137625517
"5100" "YFL022C" 1.516 32.2263198758
"5101" "YNL245C" 1.517 31.8244849445
"5102" "YDR487C" 1.517 32.1055555556
"5103" "YDR368W" 1.517 33.0103274006
"5104" "YDR232W" 1.518 33.1888003111
"5105" "YHR017W" 1.519 30.179558011
"5106" "YPR114W" 1.519 31.983956173
"5107" "YGL189C" 1.52 31.9060773481
"5108" "YGR132C" 1.52 34.5413260672
"5109" "YNL275W" 1.521 31.2257809411
"5110" "YLR375W" 1.521 36.0962661476
"5111" "YLR252W" 1.522 33.0709445994
"5112" "YLR046C" 1.523 30.6415525114
"5113" "YOR055W" 1.523 31.0604713206
"5114" "YNL131W" 1.523 32.1000188005
"5115" "YDR100W" 1.523 34.2562261611
"5116" "YBR041W" 1.524 30.7074074074
"5117" "YOL112W" 1.524 31.4959202176
"5118" "YOR303W" 1.524 36.1903280983
"5119" "YKR098C" 1.525 28.2183605406
"5120" "YER101C" 1.525 32.7487426197
"5121" "YHL026C" 1.525 33.3303167421
"5122" "YPL004C" 1.525 33.5655994978
"5123" "YDR182W" 1.526 31.3511479112
"5124" "YNL065W" 1.527 32.1039165519
"5125" "YGL074C" 1.529 30.644683216
"5126" "YEL065W" 1.529 31.7328653242
"5127" "YMR242C" 1.529 32.4896174863
"5128" "YGR211W" 1.529 35.534312739
"5129" "YLR325C" 1.53 28.5330440587
"5130" "YOR263C" 1.53 30.6696523779
"5131" "YKL057C" 1.53 31.7257165605
"5132" "YLR185W" 1.531 32.4320241692
"5133" "YLR199C" 1.531 32.709370756
"5134" "YPL241C" 1.532 31.4213388337
"5135" "YGL176C" 1.532 33.0320366133
"5136" "YEL034W" 1.533 33.2804232804
"5137" "YMR034C" 1.533 33.9007918025
"5138" "YIL049W" 1.533 34.9466638778
"5139" "YIL150C" 1.534 30.6404657933
"5140" "YLR452C" 1.534 32.7825729552
"5141" "YGL223C" 1.534 33.4341671514
"5142" "YLR339C" 1.535 28.224009901
"5143" "YPL230W" 1.535 28.8218000905
"5144" "YPL029W" 1.535 29.5282273983
"5145" "YPL076W" 1.535 31.7889709075
"5146" "YMR238W" 1.535 32.0769230769
"5147" "YGL234W-R" 1.535 33.0086661643
"5148" "YLR059C" 1.536 31.3334623573
"5149" "YMR119W-A" 1.536 31.447260834
"5150" "YLR074C" 1.536 32.2343275585
"5151" "YJL133W" 1.536 34.2728319263
"5152" "YPL227C" 1.537 32.4059334298
"5153" "YOR041C" 1.538 27.5277424049
"5154" "YBR042C" 1.538 32.8363706863
"5155" "YER112W" 1.538 34.0570264766
"5156" "YGL048C" 1.539 32.3357534974
"5157" "YOR142W" 1.539 33.1434142114
"5158" "YPR047W" 1.541 30.1288445553
"5159" "YLR241W" 1.541 32.477669077
"5160" "YJR125C" 1.541 33.2577903683
"5161" "YCL064C" 1.541 33.391959799
"5162" "YKR046C" 1.542 30.7573047108
"5163" "YDR079W" 1.542 32.60919321
"5164" "YDR525W-A" 1.542 33.1909312348
"5165" "YNL036W" 1.542 34.1908371786
"5166" "YDR012W" 1.542 34.7718383312
"5167" "YHL046C" 1.543 29.409913454
"5168" "YPL199C" 1.543 31.1184865582
"5169" "YLR079W" 1.543 32.0732416198
"5170" "YCL032W" 1.544 31.4328865396
"5171" "YIL114C" 1.545 32.5677863213
"5172" "YNR003C" 1.546 31.6453645365
"5173" "YGL226C-A" 1.546 32.443305068
"5174" "YEL054C" 1.547 31.5585156993
"5175" "YMR315W" 1.547 32.6292438272
"5176" "YJR007W" 1.547 34.1075227229
"5177" "YOR259C" 1.548 33.0726788432
"5178" "YMR011-R" 1.548 33.9306591413
"5179" "YNL072W" 1.549 31.5035429584
"5180" "YFR006W" 1.549 32.3476172885
"5181" "YCL052C" 1.549 32.9412795793
"5182" "YMR267W" 1.549 33.2233159622
"5183" "YDR275W" 1.55 30.4986470816
"5184" "YOL061W" 1.55 32.6333195535
"5185" "YBR254C" 1.551 32.7612509535
"5186" "YDL081C" 1.552 32.3596915905
"5187" "YMR325W" 1.553 29.5886939571
"5188" "YBR253W" 1.553 32.2728090696
"5189" "YPR199C" 1.553 32.9420142421
"5190" "YNL143C" 1.554 31.0251650165
"5191" "YGR159C" 1.555 31.0755483347
"5192" "YLL031C" 1.555 32.0012302645
"5193" "YLR085C" 1.555 33.2377608738
"5194" "YGL141W" 1.555 33.5618878005
"5195" "YIL165C" 1.555 33.9663833076
"5196" "YPL249C-A" 1.556 29.8053259871
"5197" "YFR032C-A" 1.556 33.6070381232
"5198" "YNR046W" 1.557 31.751586582
"5199" "YOR159C" 1.557 33.1615336266
"5200" "YJR113C" 1.557 34.4568408691
"5201" "YJL177W" 1.558 32.0387198736
"5202" "YLR254C" 1.559 29.5477386935
"5203" "YNR009W" 1.559 31.3109935332
"5204" "YDR075W" 1.559 34.8052959502
"5205" "YJL054W" 1.56 31.9560595322
"5206" "YLR017W" 1.56 32.429672447
"5207" "YNL157W" 1.56 34.0767857143
"5208" "YPR166C" 1.561 31.6032608696
"5209" "YCR028C-A" 1.561 32.5656772433
"5210" "YJL151C" 1.561 34.9609214315
"5211" "YJL035C" 1.564 31.9219951247
"5212" "YGL172W" 1.566 31.6534472239
"5213" "YPL134C" 1.567 30.9760132341
"5214" "YBR234C" 1.567 34.051978736
"5215" "YOR135C" 1.568 30.0425622473
"5216" "YLR344W" 1.568 32.5326766433
"5217" "YHL004W" 1.568 34.4370860927
"5218" "YIL064W" 1.569 31.9464908879
"5219" "YJR082C" 1.569 32.9155752569
"5220" "YOR320C" 1.57 33.037243577
"5221" "YKL133C" 1.57 34.5358147587
"5222" "YNL024C" 1.571 31.3901064496
"5223" "YLR393W" 1.572 27.0689959414
"5224" "YGR279C-R" 1.572 33.5826210826
"5225" "YOL129W" 1.572 34.6100190235
"5226" "YDR481C" 1.572 34.6972404209
"5227" "YBR252W" 1.574 32.5691915513
"5228" "YKL053C-A" 1.575 35.2028081123
"5229" "YCR071C" 1.576 29.9111870196
"5230" "YOL143C" 1.577 33.1187205249
"5231" "YLR160C" 1.577 35.7017176372
"5232" "YMR226C" 1.579 31.2055455093
"5233" "YGR201C" 1.579 32.0288115246
"5234" "YMR015C" 1.58 31.3220815752
"5235" "YOR175C" 1.58 31.6282446905
"5236" "YFR049W" 1.58 31.7928505958
"5237" "YLL027W" 1.58 33.242849335
"5238" "YLL055W" 1.581 29.4875189107
"5239" "YGL187C" 1.581 33.5635305529
"5240" "YMR146C" 1.581 33.6515880654
"5241" "YDR277C" 1.581 34.6942985746
"5242" "YBR036C" 1.582 32.0927558452
"5243" "YPL252C" 1.583 32.6714317623
"5244" "YBR265W" 1.583 34.2726920093
"5245" "YJL024C" 1.584 32.573556797
"5246" "YPR079W" 1.584 33.1205976521
"5247" "YLR211C" 1.585 30.0154825391
"5248" "YOL020W" 1.585 31.9490835031
"5249" "YMR295C" 1.586 31.506558642
"5250" "YPL220W" 1.586 32.6263689975
"5251" "YBR105C" 1.587 34.1576605213
"5252" "YNL069C" 1.59 31.8049833235
"5253" "YGL103W" 1.592 31.8874847126
"5254" "YMR203W" 1.592 32.8897262991
"5255" "YOR223W" 1.593 32.4758780394
"5256" "YKL098W" 1.595 33.5445432192
"5257" "YFL034C-B" 1.596 29.1818356007
"5258" "YJR025C" 1.596 30.5116878336
"5259" "YLR390W" 1.596 31.6975194372
"5260" "YOL014W" 1.596 31.7735627689
"5261" "YMR083W-R" 1.596 33.3862332696
"5262" "YLR090W" 1.597 33.9697751567
"5263" "YIL121W" 1.597 35.7820710974
"5264" "YIL003W" 1.598 31.5417147251
"5265" "YER090W" 1.598 32.6883594809
"5266" "YNL078W" 1.599 32.4585590021
"5267" "YBR151W" 1.599 33.6323302469
"5268" "YCL038C" 1.6 33.3617871413
"5269" "YLR104W" 1.6 33.9146991622
"5270" "YNL055C" 1.601 33.1487603306
"5271" "YLR154C" 1.602 31.9415127529
"5272" "YDL121C" 1.602 32.8434163701
"5273" "YBR054W" 1.603 32.3441955193
"5274" "YDR462W" 1.603 33.0764587525
"5275" "YIL087C" 1.604 33.0290722531
"5276" "YLR441C" 1.606 28.6752827141
"5277" "YGL257C" 1.606 32.339548577
"5278" "YHR041C" 1.606 34.2914979757
"5279" "YKR051W" 1.607 32.1561480913
"5280" "YJL210W" 1.607 34.4964824121
"5281" "YHR050W" 1.609 31.6931797404
"5282" "YBR287W" 1.609 35.6940789474
"5283" "YEL028W" 1.61 31.7861848297
"5284" "YMR121C" 1.61 32.226169331
"5285" "YMR157C" 1.61 33.5976373725
"5286" "YBR243C" 1.611 33.0368283357
"5287" "YHR191C" 1.612 31.5819332315
"5288" "YGL001C" 1.612 34.224609007
"5289" "YDR085C" 1.613 32.6258617088
"5290" "YLR120C" 1.613 33.8891276321
"5291" "YER131W" 1.614 32.8353265869
"5292" "YGR020C" 1.614 34.4882173053
"5293" "YOR112W" 1.615 31.5745960165
"5294" "YFR005C" 1.615 32.8743341882
"5295" "YLR287C-A" 1.618 33.8432340102
"5296" "YJL191W" 1.619 33.9034923019
"5297" "YLR333C" 1.62 31.9738187768
"5298" "YOL062C" 1.621 33.6306559861
"5299" "YHR180W" 1.622 32.0861900098
"5300" "YDR206W" 1.622 32.9315707621
"5301" "YLR007W" 1.623 33.3501259446
"5302" "YGR257C" 1.623 33.5620409741
"5303" "YLR446W" 1.624 29.6813837051
"5304" "YLR251W" 1.624 30.9395559211
"5305" "YGR149W" 1.624 32.5544030913
"5306" "YJR044C" 1.624 34.2980518176
"5307" "YMR243C" 1.624 35.1975998345
"5308" "YOR100C" 1.626 30.1147570378
"5309" "YJR116W" 1.626 31.9274924471
"5310" "YIR018W" 1.626 33.9555904893
"5311" "YLR213C" 1.627 30.4826402137
"5312" "YHR141C" 1.629 32.3986116186
"5313" "YMR023C" 1.629 32.4732730263
"5314" "YPR170C" 1.629 32.5636878285
"5315" "YMR221C" 1.629 33.5405800125
"5316" "YGL169W" 1.63 31.9311531842
"5317" "YOR021C" 1.632 33.9310216948
"5318" "YLR186W" 1.633 32.6872932477
"5319" "YHR142W" 1.633 32.9332843227
"5320" "YML002W" 1.633 34.7094149554
"5321" "YLL061W" 1.634 32.5165434021
"5322" "YHR132W-A" 1.635 33.1772771792
"5323" "YOL030W" 1.635 33.1974861931
"5324" "YDL075W" 1.636 28.4111982882
"5325" "YLR022C" 1.636 30.5576407507
"5326" "YMR230W" 1.638 32.6985981308
"5327" "YNL037C" 1.638 35.3490738856
"5328" "YNL283C" 1.639 32.048816568
"5329" "YMR022W" 1.639 32.4932196823
"5330" "YLR338W" 1.639 32.9241726016
"5331" "YGR163W" 1.64 31.3805240516
"5332" "YNL032W" 1.643 33.2476474639
"5333" "YDR311W" 1.643 33.5384312955
"5334" "YDR078C" 1.644 30.14330585
"5335" "YKR086W" 1.644 30.4302670623
"5336" "YBR106W" 1.644 35.5578903131
"5337" "YGR191W" 1.645 33.3095188065
"5338" "YOR222W" 1.646 30.4587826723
"5339" "YLR147C" 1.647 33.0527587596
"5340" "YGR131W" 1.648 31.0477573997
"5341" "YIL176C" 1.649 31.417967263
"5342" "YKL015W" 1.649 32.1094057458
"5343" "YER019C-A" 1.649 33.3533413365
"5344" "YLR178C" 1.65 33.3300375717
"5345" "YBR126C" 1.651 32.152050798
"5346" "YEL047C" 1.652 34.318502114
"5347" "YNL162W" 1.654 32.6670597484
"5348" "YFL045C-R" 1.654 33.9335236542
"5349" "YJL159W" 1.654 34.5009742368
"5350" "YLL032C" 1.656 32.6120052197
"5351" "YOL007C" 1.658 34.614103276
"5352" "YLR368W" 1.66 32.9998034205
"5353" "YBL093C" 1.66 33.4798728814
"5354" "YMR058W" 1.661 30.0293685756
"5355" "YHR030C" 1.661 31.3797814208
"5356" "YFL001W" 1.661 33.3152804642
"5357" "YDL184C" 1.662 34.5249695493
"5358" "YJL172W" 1.662 34.96922216
"5359" "YGL117W" 1.663 31.4465937763
"5360" "YJL008C" 1.663 35.4425749817
"5361" "YJR008W" 1.664 30.4097871494
"5362" "YKL175W" 1.666 33.0761295647
"5363" "YMR323W" 1.669 29.0733309011
"5364" "YOR321W" 1.669 31.3010887025
"5365" "YHR032W" 1.669 32.7138523761
"5366" "YPR037C" 1.669 34.5411203814
"5367" "YJL196C" 1.67 33.5154217763
"5368" "YDL236W" 1.674 34.2332613391
"5369" "YGR138C" 1.676 32.9752262982
"5370" "YER141W" 1.679 35.3296703297
"5371" "YHR049W" 1.681 33.6463414634
"5372" "YJL173C" 1.682 33.293958172
"5373" "YJR019C" 1.683 33.9164852563
"5374" "YNL067W" 1.684 32.4256680467
"5375" "YLR073C" 1.684 33.5551663748
"5376" "YNL086W" 1.685 30.5159494755
"5377" "YNL156C" 1.685 33.7263763353
"5378" "YKR100C" 1.687 29.9047074519
"5379" "YPL218W" 1.688 33.0089853167
"5380" "YMR150C" 1.69 33.3229942101
"5381" "YHR138C" 1.691 32.7065989848
"5382" "YPL271W" 1.691 34.0568306011
"5383" "YJL159W-R" 1.691 35.0083056478
"5384" "YIL172C" 1.692 31.1915135442
"5385" "YPL245W" 1.692 31.586815562
"5386" "YNR034W-A" 1.692 32.1598939929
"5387" "YGR279C" 1.692 33.3506879881
"5388" "YOR125C" 1.692 33.6404410391
"5389" "YER060W-A" 1.692 35.6153250774
"5390" "YMR040W" 1.697 32.6263537906
"5391" "YBL050W" 1.697 33.5988090808
"5392" "YOL001W" 1.697 33.8777152051
"5393" "YLR459W" 1.697 35.2318510072
"5394" "YNR053C" 1.699 33.2941722059
"5395" "YCL001W" 1.699 34.2578368279
"5396" "YGR063C" 1.7 34.1673290938
"5397" "YML078W-R" 1.703 33.0780028073
"5398" "YMR151W" 1.704 31.8021276596
"5399" "YKL010C" 1.704 33.3346007605
"5400" "YJR093C" 1.706 31.8519242039
"5401" "YDL231C" 1.706 33.2921890068
"5402" "YNL200C" 1.708 33.8112094395
"5403" "YOR087W" 1.709 30.678107995
"5404" "YKR048C" 1.709 31.7616300036
"5405" "YLL059C" 1.713 29.6511627907
"5406" "YPL102C" 1.713 31.2552966102
"5407" "YPL198W" 1.713 33.036178293
"5408" "YDL212W" 1.714 33.2022960515
"5409" "YKL094W" 1.715 33.2235338919
"5410" "YDL196W" 1.717 33.739217653
"5411" "YFL026W" 1.717 33.9153254024
"5412" "YOR293W" 1.718 32.2490135905
"5413" "YDR531W" 1.72 34.1610247027
"5414" "YIL040W" 1.721 35.9252336449
"5415" "YKR078W" 1.722 32.1499085923
"5416" "YGL158W" 1.722 33.6770513383
"5417" "YJL125C" 1.723 31.7050959116
"5418" "YPR038W" 1.724 29.4219540677
"5419" "YLR411W" 1.725 31.9625856021
"5420" "YGL039W" 1.726 34.0154109589
"5421" "YER115C" 1.727 31.9399886771
"5422" "YHR013C" 1.728 32.6655537006
"5423" "YLL058W" 1.729 32.2896854426
"5424" "YER056C" 1.73 35.9796305886
"5425" "YNL044W" 1.733 34.1914477968
"5426" "YKR038C" 1.735 32.2977704072
"5427" "YDR403W" 1.735 34.6072943172
"5428" "YNL312W" 1.735 34.7704475309
"5429" "YKL004W" 1.736 32.9948717949
"5430" "YLR075W" 1.736 33.1139337952
"5431" "YJR133W" 1.736 33.5814554858
"5432" "YOL012C" 1.738 33.6479639707
"5433" "YOL013W-A" 1.742 30.9892891918
"5434" "YNL288W" 1.742 34.5038310596
"5435" "YIL009C-A" 1.744 34.1221104641
"5436" "YNR015W" 1.745 32.4570751924
"5437" "YNL158W" 1.745 32.7990781479
"5438" "YPL206C" 1.746 33.1797979798
"5439" "YNL063W" 1.747 31.6566022544
"5440" "YCR024C-A" 1.747 32.7488529822
"5441" "YNL168C" 1.747 33.804438861
"5442" "YJR101W" 1.747 34.0689309018
"5443" "YDL181W" 1.747 34.3704318937
"5444" "YGL112C" 1.748 33.7949279329
"5445" "YDR418W" 1.75 31.1380192951
"5446" "YNL259C" 1.75 32.8947897807
"5447" "YNL169C" 1.75 33.4629478827
"5448" "YLR253W" 1.751 32.8555154737
"5449" "YLR029C" 1.751 32.947125621
"5450" "YPR133W-A" 1.752 34.1856092976
"5451" "YOL049W" 1.755 32.8930558417
"5452" "YKL181W" 1.755 34.869379015
"5453" "YNL320W" 1.756 34.8668992106
"5454" "YKR013W" 1.757 35.9976905312
"5455" "YHR167W" 1.759 31.8818837828
"5456" "YLR250W" 1.76 33.1773261234
"5457" "YHR001W-A" 1.761 33.0260180995
"5458" "YGR183C" 1.761 35.0428000761
"5459" "YGR236C" 1.763 33.3439287985
"5460" "YNR028W" 1.765 32.6375928395
"5461" "YKR065C" 1.765 33.5809966065
"5462" "YMR011W" 1.766 33.5800970874
"5463" "YPR182W" 1.767 35.0546509034
"5464" "YLR101C" 1.768 32.7687626775
"5465" "YPL229W" 1.769 33.4262419416
"5466" "YDR382W" 1.769 33.8226043196
"5467" "YKL096W-A-R" 1.769 33.8647441105
"5468" "YNR061C" 1.77 34.5334685598
"5469" "YCR034W" 1.771 33.8781112738
"5470" "YHR187W" 1.773 33.3426294821
"5471" "YDL125C" 1.773 33.4972227937
"5472" "YDL241W" 1.774 32.8835456666
"5473" "YPR099C" 1.775 31.2130980658
"5474" "YDR245W" 1.777 33.8263484307
"5475" "YIR026C" 1.78 33.8309572301
"5476" "YPL215W" 1.781 33.6815308989
"5477" "YMR312W" 1.781 33.9156058463
"5478" "YNL149C" 1.782 32.5703463203
"5479" "YOL002C" 1.788 34.8531237071
"5480" "YDR404C" 1.789 33.5884518504
"5481" "YNL046W" 1.791 34.0315974254
"5482" "YNL052W" 1.794 32.3300777357
"5483" "YGR243W" 1.795 30.7969554511
"5484" "YJR097W" 1.795 31.5122040741
"5485" "YKL056C" 1.795 35.2438556068
"5486" "YBR249C" 1.797 34.8035301534
"5487" "YGL234W" 1.798 31.7798442907
"5488" "YIL088C" 1.8 32.8036654319
"5489" "YEL066W" 1.8 33.0014081674
"5490" "YEL071W" 1.804 32.3275089606
"5491" "YPL147W" 1.804 33.2635806383
"5492" "YOR063W" 1.806 34.2185007974
"5493" "YBR031W" 1.809 34.177759574
"5494" "YKL192C" 1.81 35.7812796658
"5495" "YOR040W" 1.812 28.895612708
"5496" "YIL051C" 1.813 32.8245192308
"5497" "YJL143W" 1.815 34.7805302043
"5498" "YMR286W" 1.816 32.9929453263
"5499" "YHR143W" 1.817 35.0862236001
"5500" "YPR087W" 1.82 30.6239460371
"5501" "YLR050C" 1.82 33.4162303665
"5502" "YLR179C" 1.821 35.1042549585
"5503" "YDR072C" 1.824 34.2323809524
"5504" "YDR032C" 1.825 32.917517354
"5505" "YDR410C" 1.826 34.1320830008
"5506" "YER072W" 1.827 33.5794509151
"5507" "YKL180W" 1.829 31.9158798283
"5508" "YLR268W" 1.831 33.6752312436
"5509" "YGL033W" 1.836 31.4534576808
"5510" "YCR060W" 1.837 34.2226404169
"5511" "YHR136C" 1.84 34.422318612
"5512" "YMR272C" 1.841 33.9486186873
"5513" "YGL028C" 1.842 34.3546155367
"5514" "YLR370C" 1.846 30.963177943
"5515" "YHR043C" 1.848 32.2867323412
"5516" "YLR052W" 1.848 33.2389502762
"5517" "YNL048W" 1.85 31.9955787781
"5518" "YLR388W" 1.852 38.9495225102
"5519" "YDR476C" 1.853 32.9376854599
"5520" "YDR530C" 1.862 33.8666905572
"5521" "YPL170W" 1.862 34.1252371917
"5522" "YKL036C" 1.862 34.3458450857
"5523" "YNL066W" 1.863 33.2159023814
"5524" "YJL150W" 1.864 32.6106992587
"5525" "YNL263C" 1.864 34.730994152
"5526" "YFL034C-A" 1.864 35.6352425767
"5527" "YMR305C-R" 1.865 34.5414664717
"5528" "YHR085W" 1.866 32.7483196415
"5529" "YOL142W" 1.866 34.3309174474
"5530" "YKL170W" 1.866 35.0836820084
"5531" "YPR131C" 1.868 33.6204348744
"5532" "YLR169W" 1.87 29.9526928675
"5533" "YLR008C" 1.871 34.5882140926
"5534" "YNR032C-A" 1.873 32.9486461251
"5535" "YKL044W" 1.874 30.3604224059
"5536" "YDR064W" 1.875 32.3190610737
"5537" "YIL062C" 1.875 32.9548317437
"5538" "YLR336C" 1.877 30.4373547433
"5539" "YOR121C" 1.878 32.8889307939
"5540" "YHR110W" 1.878 34.6024244915
"5541" "YDL191W" 1.879 32.4112323045
"5542" "YGL032C" 1.879 34.0350550065
"5543" "YER153C" 1.879 35.5379296319
"5544" "YOR318C" 1.881 33.1286608766
"5545" "YLR146C" 1.882 33.3516776141
"5546" "YML050W" 1.883 32.8579325594
"5547" "YMR122W-A-R" 1.883 35.4041811847
"5548" "YKL207W" 1.884 33.7632275132
"5549" "YGR135W" 1.885 33.2158671587
"5550" "YMR202W-R" 1.886 34.5750968005
"5551" "YER016W" 1.886 34.7880393641
"5552" "YJL189W" 1.886 34.9165402124
"5553" "YLR367W" 1.888 34.2998222398
"5554" "YNL031C" 1.888 35.0770829725
"5555" "YCL033C" 1.889 32.2121153474
"5556" "YPL135W" 1.892 35.8601200989
"5557" "YDL072C" 1.896 35.9501883633
"5558" "YOR364W" 1.897 29.5109612142
"5559" "YGR137W" 1.897 32.64781491
"5560" "YDR276C" 1.897 34.3146647015
"5561" "YLR164W" 1.9 32.3440946461
"5562" "YGL221C" 1.9 32.3834498834
"5563" "YDL123W" 1.902 33.2947049385
"5564" "YLR102C" 1.904 32.7099549365
"5565" "YNL335W" 1.907 34.8988910633
"5566" "YEL017C-A" 1.908 36.7538340543
"5567" "YHL016C" 1.911 33.2966576707
"5568" "YCL006C" 1.912 33.7045454545
"5569" "YIR022W" 1.912 34.892526129
"5570" "YOL039W" 1.918 32.8142176621
"5571" "YKL033W-A" 1.922 34.3404004711
"5572" "YOL096C" 1.924 33.5500626903
"5573" "YLL039C" 1.924 35.1886120996
"5574" "YDL133C-A" 1.926 33.8721734255
"5575" "YER100W" 1.936 34.1779301997
"5576" "YER099C" 1.938 33.0316742081
"5577" "YOR251C" 1.938 33.8223140496
"5578" "YMR299C" 1.939 33.2638376384
"5579" "YHR123W" 1.941 33.7412657217
"5580" "YLR056W" 1.95 32.0140949555
"5581" "YJR077C" 1.951 32.8177074567
"5582" "YPL067C" 1.951 33.1381407472
"5583" "YMR202W" 1.953 33.5223642173
"5584" "YOR298C-A" 1.954 36.4618035612
"5585" "YMR318C" 1.955 33.9192524683
"5586" "YPL028W" 1.957 31.6583656152
"5587" "YKL156W" 1.961 36.9240866331
"5588" "YPL059W" 1.962 34.4269924375
"5589" "YER163C" 1.963 31.5790472575
"5590" "YPR123C" 1.963 33.9968895801
"5591" "YGR203W" 1.965 31.6794247274
"5592" "YKL096W-A" 1.971 33.0058790063
"5593" "YER009W" 1.974 34.7973369884
"5594" "YOR312C" 1.975 31.913492346
"5595" "YHL048W" 1.981 31.6112479475
"5596" "YPL047W" 1.981 36.3457373499
"5597" "YHR093W" 1.983 32.8260869565
"5598" "YGR181W" 1.985 34.5371775417
"5599" "YLR121C" 1.986 33.1892766351
"5600" "YOR221C" 1.992 32.7466185753
"5601" "YMR191W" 1.992 33.7803653885
"5602" "YGL068W" 1.994 34.4427184466
"5603" "YLR110C" 1.998 34.9647826834
"5604" "YOR034C" 1.999 31.6293721486
"5605" "YAR015W" 1.999 33.4710234279
"5606" "YHR026W" 2 34.8169433802
"5607" "YKR094C" 2.016 33.2416147821
"5608" "YLR202C" 2.017 34.0327198364
"5609" "YOR122C" 2.023 35.3016963711
"5610" "YMR292W" 2.027 33.975815317
"5611" "YMR122W-A" 2.03 35.5682366179
"5612" "YDR345C" 2.031 35.6188898094
"5613" "YMR149W" 2.033 35.576184379
"5614" "YNR036C" 2.034 35.7088045234
"5615" "YJL190C" 2.042 33.8228902572
"5616" "YMR228W" 2.047 32.2975727256
