"names" "transcripts" "pool_ratio" "weighted_length"
"2940" "YNR034W" 1.041 30.8271580212
"2941" "YPL185W" 1.041 31.063871093
"2942" "YGR235C" 1.041 32.2118841193
"2943" "YFL060C" 1.041 32.4588910134
"2944" "YGL083W" 1.042 28.9450372458
"2945" "YAR062W" 1.042 30.9525799039
"2946" "YKL188C" 1.042 31.1011783828
"2947" "YIL174W" 1.042 31.2660409883
"2948" "YGR065C" 1.042 31.7449408171
"2949" "YML029W" 1.042 31.7504553734
"2950" "YDR287W" 1.042 31.853538228
"2951" "YNL280C" 1.042 32.8517350158
"2952" "YOR031W" 1.043 26.2593198763
"2953" "YJL108C" 1.043 28.4226965122
"2954" "YKL027W" 1.043 29.4317718941
"2955" "YML036W" 1.043 29.565652522
"2956" "YBR034C" 1.043 29.5947802198
"2957" "YPR092W" 1.043 29.6941376381
"2958" "YDR533C" 1.043 30.276223145
"2959" "YER102W" 1.043 31.1788990826
"2960" "YPL179W" 1.043 31.3134746102
"2961" "YAR033W" 1.043 32.3137254902
"2962" "YFL008W" 1.044 25.6927352124
"2963" "YPL266W" 1.044 27.7727806023
"2964" "YHL015W" 1.044 28.2524088419
"2965" "YDL179W" 1.044 30.2518789356
"2966" "YOR280C" 1.044 32.6172990616
"2967" "YDR019C" 1.045 27.7445954981
"2968" "YLR233C" 1.045 28.007804878
"2969" "YKL042W" 1.045 28.4062373431
"2970" "YDL051W" 1.045 28.4842633713
"2971" "YEL013W" 1.045 29.1124370688
"2972" "YIL084C" 1.045 29.2294649586
"2973" "YLR127C" 1.045 29.7862627101
"2974" "YLL066C" 1.045 30.3108708245
"2975" "YPR071W" 1.045 30.3913857678
"2976" "YJL082W" 1.045 30.7812223206
"2977" "YFR027W" 1.045 31.1459521095
"2978" "YIL058W" 1.046 27.9391648668
"2979" "YKR076W" 1.046 29.2571319165
"2980" "YEL062W" 1.046 29.48279002
"2981" "YOL128C" 1.046 29.5554214444
"2982" "YGL202W" 1.046 31.0754070266
"2983" "YGR136W" 1.046 31.2004744958
"2984" "YER120W" 1.046 31.259367194
"2985" "YPR155C" 1.046 31.3985864211
"2986" "YBR093C" 1.046 33.0021101093
"2987" "YOL028C" 1.047 27.2775164628
"2988" "YKR101W" 1.047 27.4069071966
"2989" "YGL090W" 1.047 28.6612073891
"2990" "YNL084C" 1.047 28.7275064267
"2991" "YJL047C" 1.047 29.3062247061
"2992" "YMR195W" 1.047 29.8761609907
"2993" "YCL055W" 1.047 29.986151982
"2994" "YMR108W" 1.047 30.4581424406
"2995" "YMR250W" 1.047 30.6597369538
"2996" "YJR155W" 1.047 31.0495395364
"2997" "YJL053W" 1.047 31.1131573563
"2998" "YBR263W" 1.047 31.7376775272
"2999" "YFL028C" 1.047 33.4598897734
"3000" "YOR366W" 1.048 28.1600660066
"3001" "YDR463W" 1.048 29.2435389549
"3002" "YKR089C" 1.048 29.7314347513
"3003" "YPR132W" 1.048 30.1024590164
"3004" "YFR008W" 1.048 30.1694630872
"3005" "YBL091C" 1.048 30.3467516939
"3006" "YDR268W" 1.048 30.7606099577
"3007" "YJL051W" 1.048 30.818753185
"3008" "YFL027C" 1.048 31.3262764633
"3009" "YLR342W" 1.049 28.6708262431
"3010" "YBR240C" 1.049 30.2538359538
"3011" "YDL090C" 1.049 32.4717145344
"3012" "YHR189W" 1.05 27.3571044616
"3013" "YGR249W" 1.05 28.7990713381
"3014" "YGR189C" 1.05 29.3534482759
"3015" "YNL082W" 1.05 30.3016858917
"3016" "YOL107W" 1.05 31.388410786
"3017" "YHL033C" 1.05 32.2371866816
"3018" "YLR180W-R" 1.051 28.2300490415
"3019" "YOL087C" 1.051 28.4345747859
"3020" "YML026C" 1.051 28.8086141021
"3021" "YLR244C" 1.051 30.4662283323
"3022" "YOR272W" 1.051 30.6490384615
"3023" "YBR061C" 1.051 31.9927123662
"3024" "YKR066C" 1.051 32.4903549383
"3025" "YDR195W" 1.051 32.845473111
"3026" "YGR028W" 1.051 36.1425407691
"3027" "YEL014C" 1.052 29.6388172256
"3028" "YHR201C" 1.052 30.0309777348
"3029" "YOL089C" 1.052 30.0637638914
"3030" "YPR040W" 1.052 30.1954976303
"3031" "YNR045W" 1.052 31.4903846154
"3032" "YGL017W" 1.052 32.4840764331
"3033" "YJL156C" 1.053 26.695724367
"3034" "YDR026C" 1.053 28.5656491357
"3035" "YKL007W" 1.053 29.2116021024
"3036" "YBL001C" 1.053 30.3812199037
"3037" "YLL004W" 1.053 30.676949443
"3038" "YFR020W" 1.053 30.883872202
"3039" "YFR026C" 1.053 31.3949671772
"3040" "YNL062C" 1.054 28.0624627014
"3041" "YGR084C" 1.054 28.6382077968
"3042" "YJL192C" 1.054 29.5204591742
"3043" "YML010C-B" 1.054 29.8389147944
"3044" "YHR065C" 1.054 30.471791488
"3045" "YHR074W" 1.054 32.1658271988
"3046" "YGL094C" 1.055 28.836565097
"3047" "YCR004C" 1.055 28.8754512635
"3048" "YDR106W" 1.055 28.972408914
"3049" "YNR026C" 1.055 29.5076244718
"3050" "YGR075C" 1.055 30.7431906615
"3051" "YIR017C" 1.055 31.1467486819
"3052" "YIL135C" 1.055 31.4156329986
"3053" "YDL174C" 1.055 32.198111312
"3054" "YPL151C" 1.055 33.3415283753
"3055" "YLR184W" 1.056 27.7116585704
"3056" "YLR262C" 1.056 28.6740835309
"3057" "YJR017C" 1.056 29.3702770781
"3058" "YHR021W-A" 1.056 29.695968275
"3059" "YGL116W" 1.056 31.0703159769
"3060" "YBR194W" 1.056 32.1923436041
"3061" "YDL152W" 1.057 28.2017311429
"3062" "YNL255C" 1.057 28.7010188088
"3063" "YMR159C" 1.057 29.2460486971
"3064" "YDL037C" 1.057 29.7582722409
"3065" "YIL140W" 1.057 29.9108008532
"3066" "YDL193W" 1.057 29.9953867446
"3067" "YDR524C" 1.057 30.1559528338
"3068" "YDR329C" 1.057 31.6071097945
"3069" "YIL069C" 1.058 28.9933899906
"3070" "YBL092W" 1.058 29.6846201106
"3071" "YMR125W" 1.058 30.0061349693
"3072" "YGL133W" 1.058 30.4563812601
"3073" "YPL268W" 1.058 30.905012678
"3074" "YOL094C" 1.058 31.1172945205
"3075" "YPL253C" 1.059 26.7695516163
"3076" "YCR049C" 1.059 27.6850133993
"3077" "YDL089W" 1.059 29.0902872777
"3078" "YGL222C" 1.059 29.5827439887
"3079" "YBR070C" 1.059 29.8314280178
"3080" "YML024W" 1.059 30.2563106796
"3081" "YMR206W" 1.059 30.3495386799
"3082" "YER175C" 1.059 30.5200904505
"3083" "YEL063C" 1.059 31.5629164287
"3084" "YGL236C" 1.06 29.4961158933
"3085" "YCR084C" 1.06 29.9713150927
"3086" "YPL093W" 1.06 30.7539764511
"3087" "YOR052C" 1.06 31.0931930063
"3088" "YNR062C" 1.06 31.690923018
"3089" "YLR317W" 1.06 32.0711917641
"3090" "YHL037C" 1.061 28.1264028352
"3091" "YPR120C" 1.061 29.315002412
"3092" "YMR205C" 1.061 29.7935349322
"3093" "YIL152W" 1.061 29.9684741488
"3094" "YER053C-A" 1.061 30.5333893322
"3095" "YBR149W" 1.061 30.8517220045
"3096" "YER014W" 1.061 31.1488769628
"3097" "YKR036C" 1.061 31.732979664
"3098" "YLR187W" 1.062 28.0311804009
"3099" "YPL139C" 1.062 28.9938964363
"3100" "YOL135C" 1.062 29.7135256804
"3101" "YDR056C" 1.062 30.3645224172
"3102" "YML004C" 1.062 31.2806110986
"3103" "YNL097C" 1.062 31.3075293665
"3104" "YCR052W" 1.062 31.4382201033
"3105" "YCL042W" 1.062 31.9176681156
"3106" "YNL310C" 1.062 32.4052448269
"3107" "YDL020C" 1.063 27.7181701268
"3108" "YHR031C" 1.063 29.1169652266
"3109" "YDR434W" 1.063 31.045860137
"3110" "YIL170W" 1.064 27.2630630631
"3111" "YBR085C-A" 1.064 28.3624031008
"3112" "YJL160C" 1.064 28.730656629
"3113" "YDR108W" 1.064 30.4048582996
"3114" "YKL070W" 1.064 30.5585370702
"3115" "YAL044C" 1.064 30.6600344366
"3116" "YEL044W" 1.064 32.1190793228
"3117" "YOR204W" 1.064 32.5475617756
"3118" "YJR073C" 1.064 33.8651965883
"3119" "YIR035C" 1.064 33.9128273119
"3120" "YMR116C" 1.065 26.4955720224
"3121" "YJL219W" 1.065 28.5297141682
"3122" "YGL230C" 1.065 28.8798259924
"3123" "YGR202C" 1.065 29.1541413495
"3124" "YDR377W" 1.065 29.928163566
"3125" "YKL040C" 1.065 29.946220496
"3126" "YHR095W" 1.065 30.5248306998
"3127" "YDR406W" 1.065 30.7408720312
"3128" "YER057C" 1.065 31.1001806866
"3129" "YJR104C-R" 1.065 31.1230050603
"3130" "YNR024W" 1.066 27.2091062395
"3131" "YJR003C" 1.066 28.6990124517
"3132" "YBR118W-R" 1.066 29.3264248705
"3133" "YER095W" 1.066 30.5239770413
"3134" "YER012W" 1.066 30.5826310004
"3135" "YDL082W" 1.066 31.0640283741
"3136" "YOL088C" 1.066 31.211432898
"3137" "YPL052W" 1.067 27.3284671533
"3138" "YER089C" 1.067 30.0648584906
"3139" "YHR182W" 1.067 30.8582876423
"3140" "YBL018C" 1.067 31.6381322957
"3141" "YOR338W" 1.067 31.8225806452
"3142" "YDL144C" 1.067 31.9513209902
"3143" "YHL029C" 1.067 32.1864877372
"3144" "YPL167C" 1.068 28.0652680653
"3145" "YEL018W" 1.068 28.9745323417
"3146" "YLR153C" 1.068 29.0234670704
"3147" "YNL202W" 1.068 29.3493263227
"3148" "YML008C" 1.068 29.3773506059
"3149" "YEL060C" 1.068 29.6273048254
"3150" "YNL057W" 1.068 31.0919423584
"3151" "YHR005C" 1.068 32.3302496073
"3152" "YJL066C" 1.068 34.1172852163
"3153" "YGR115C" 1.069 26.7136150235
"3154" "YEL006W" 1.069 28.8192246835
"3155" "YOR001W" 1.069 29.1241025641
"3156" "YCL050C" 1.069 30.0170261067
"3157" "YIL030C" 1.069 31.4076553022
"3158" "YMR241W" 1.069 31.9352070371
"3159" "YFL017C" 1.07 28.0512190844
"3160" "YPR144C" 1.07 29.2005754213
"3161" "YLR113W" 1.07 30.6418079096
"3162" "YLR078C" 1.07 30.8981788079
"3163" "YMR303C" 1.07 31.558908046
"3164" "YGR251W" 1.071 27.750126114
"3165" "YKL002W" 1.071 28.7602390967
"3166" "YDR348C" 1.071 28.9644746788
"3167" "YKL137W" 1.071 29.4517997518
"3168" "YBL003C" 1.071 29.8195211786
"3169" "YNL292W" 1.071 29.9232315847
"3170" "YPR186C" 1.071 30.0258912567
"3171" "YKR075C" 1.071 30.0410778837
"3172" "YJR018W" 1.071 30.3117807073
"3173" "YMR158W" 1.071 30.5104501608
"3174" "YOR305W" 1.071 30.8172871202
"3175" "YOL033W" 1.071 31.2787383622
"3176" "YLR323C" 1.071 31.9970119522
"3177" "YGR060W" 1.072 28.489236045
"3178" "YFL025C" 1.072 28.714
"3179" "YER137C" 1.072 29.4327272727
"3180" "YER017C" 1.072 29.6053511706
"3181" "YHR112C" 1.072 29.6346772667
"3182" "YNL104C" 1.072 31.8444597385
"3183" "YGR019W" 1.073 25.883752044
"3184" "YHR121W" 1.073 28.1793428934
"3185" "YER106W" 1.073 28.2294056309
"3186" "YHL044W" 1.073 29.6536874215
"3187" "YJL155C" 1.073 29.9566831683
"3188" "YPR021C" 1.073 30.1130355515
"3189" "YOR153W" 1.073 31.1911703457
"3190" "YBR119W" 1.073 31.1977875262
"3191" "YKR043C" 1.073 31.267467034
"3192" "YHR004C" 1.074 27.1854707792
"3193" "YNL167C" 1.074 28.1626724764
"3194" "YGR156W" 1.074 28.6661389274
"3195" "YPL277C" 1.074 30.1139195443
"3196" "YDR448W" 1.074 30.2333333333
"3197" "YDR503C" 1.074 33.9354275742
"3198" "YNR033W" 1.075 30.561676388
"3199" "YNL222W" 1.075 30.8328166977
"3200" "YDL166C" 1.075 31.3928571429
"3201" "YGL229C" 1.076 26.1970853574
"3202" "YEL067C" 1.076 29.0914307575
"3203" "YGL060W" 1.076 29.2904483431
"3204" "YJR083C" 1.076 30.1656747627
"3205" "YMR180C" 1.076 33.3971843988
"3206" "YJL187C" 1.077 28.4736842105
"3207" "YOR084W" 1.077 28.5448473282
"3208" "YPL234C" 1.077 29.728037566
"3209" "YER118C" 1.077 30.0665587336
"3210" "YKR009C" 1.077 30.0744205826
"3211" "YPR019W" 1.077 30.2027418421
"3212" "YJR132W" 1.077 30.4735039291
"3213" "YNL324W" 1.077 30.5077605322
"3214" "YIL164C-R" 1.077 30.5775316456
"3215" "YNL290W" 1.077 31.3981900452
"3216" "YJR126C" 1.077 31.7144638404
"3217" "YOL111C" 1.077 31.9105455948
"3218" "YHR089C" 1.078 28.2496088997
"3219" "YGR198W" 1.078 29.1142333537
"3220" "YOR392W" 1.078 30.3502188868
"3221" "YOL058W" 1.079 27.7762525738
"3222" "YMR232W" 1.079 28.139818689
"3223" "YDR188W" 1.079 28.5822113423
"3224" "YHR114W" 1.079 29.1456350848
"3225" "YJL022W" 1.079 29.2457420925
"3226" "YJR130C" 1.079 29.9489892311
"3227" "YDR122W" 1.079 30.1746547522
"3228" "YJL056C" 1.079 30.6775333857
"3229" "YJL215C" 1.079 30.6974685785
"3230" "YPR015C" 1.08 26.9069206932
"3231" "YLR290C" 1.08 27.8671530044
"3232" "YMR075C-A" 1.08 28.49
"3233" "YMR324C" 1.08 28.5045711798
"3234" "YLR234W" 1.08 28.5325743201
"3235" "YKL113C" 1.08 28.9047619048
"3236" "YLR429W" 1.08 31.1983009166
"3237" "YJR156C" 1.08 31.5837749694
"3238" "YJR121W" 1.081 29.7138250705
"3239" "YPR006C" 1.081 30.8361994841
"3240" "YPL088W" 1.081 30.8593332145
"3241" "YHR014W" 1.081 31.396415173
"3242" "YAR071W" 1.081 32.5522932259
"3243" "YEL077C" 1.081 33.5842946772
"3244" "YER075C" 1.082 28.3247471857
"3245" "YGL098W" 1.082 28.535456397
"3246" "YER071C" 1.082 28.6333578251
"3247" "YHR194W" 1.082 28.9269406393
"3248" "YDL032W" 1.082 30.0317068874
"3249" "YGR086C" 1.082 30.6342756184
"3250" "YAR029W" 1.082 31.0647103085
"3251" "YPL036W-R" 1.082 31.3377590022
"3252" "YGL123W" 1.082 32.0019603038
"3253" "YNL300W" 1.082 32.2103970528
"3254" "YBR060C" 1.083 27.3354417869
"3255" "YOL067C" 1.083 27.8079096045
"3256" "YBR163W" 1.083 28.2306976744
"3257" "YHR209W" 1.083 28.8850174216
"3258" "YDR290W" 1.083 29.0811638591
"3259" "YJL200C" 1.083 29.800041658
"3260" "YNL109W" 1.083 29.8753894081
"3261" "YOR258W" 1.083 29.935828877
"3262" "YJR065C" 1.083 30.5770277627
"3263" "YMR178W" 1.083 31.9898237325
"3264" "YJL079C" 1.083 33.8907084985
"3265" "YBL041W" 1.083 34.0156931125
"3266" "YMR302C" 1.084 28.9182602175
"3267" "YNR056C" 1.084 30.37972167
"3268" "YJR106W" 1.084 30.7135969142
"3269" "YKL067W" 1.084 31.7631917632
"3270" "YDR058C" 1.085 27.7832011389
"3271" "YOL046C" 1.085 27.90228359
"3272" "YGL143C" 1.085 29.1657977059
"3273" "YDL186W" 1.085 29.7221164827
"3274" "YMR166C" 1.085 29.9041342121
"3275" "YFR034C" 1.085 30.5589638718
"3276" "YIL133C" 1.085 30.988085456
"3277" "YOR296W" 1.086 26.8781338566
"3278" "YKL129C" 1.086 29.9712262063
"3279" "YER161C" 1.086 30.2119159284
"3280" "YGL104C" 1.086 31.2684483446
"3281" "YLR351C" 1.086 32.0276872964
"3282" "YER066W" 1.086 32.3214285714
"3283" "YGR153W" 1.087 29.1389694401
"3284" "YOR090C" 1.087 29.6364823683
"3285" "YDR468C" 1.087 29.8092088527
"3286" "YGR064W" 1.087 29.9340463458
"3287" "YER033C" 1.087 30.3610919143
"3288" "YCL048W" 1.087 30.6802104118
"3289" "YLR082C" 1.088 27.5347156173
"3290" "YJL006C" 1.088 29.275307474
"3291" "YOR252W" 1.088 30.2067707278
"3292" "YOL021C" 1.088 30.7097894508
"3293" "YPR057W" 1.088 31.2084870849
"3294" "YHR052W" 1.088 31.5466306237
"3295" "YIL119C" 1.088 31.6974389518
"3296" "YNL068C" 1.089 29.0179149579
"3297" "YBR045C" 1.089 29.5309050773
"3298" "YBR037C" 1.089 30.0324675325
"3299" "YDR339C" 1.089 30.3134582624
"3300" "YPL226W" 1.089 30.4727197001
"3301" "YPL011C" 1.089 31.114178663
"3302" "YBR250W" 1.089 31.7441646756
"3303" "YGL088W" 1.09 26.7372262774
"3304" "YKL182W-R" 1.09 28.141025641
"3305" "YML076C" 1.09 28.5813087427
"3306" "YPL050C" 1.09 29.2327754836
"3307" "YHR186C" 1.09 29.4117647059
"3308" "YNL029C" 1.09 30.0651534258
"3309" "YGL109W" 1.09 30.9609053498
"3310" "YGL008C-R" 1.09 31.14973926
"3311" "YGL122C" 1.09 31.6394066185
"3312" "YPR059C" 1.09 31.8664169788
"3313" "YOR248W" 1.091 29.1880244954
"3314" "YLR458W" 1.091 29.4862754974
"3315" "YKL177W" 1.091 30.0874516982
"3316" "YAL012W-R" 1.091 30.9611791572
"3317" "YIR030C" 1.091 31.1212989494
"3318" "YPR041W" 1.092 29.114806867
"3319" "YGL069C" 1.092 29.4017094017
"3320" "YLR466W" 1.092 29.6341745774
"3321" "YOL137W" 1.092 30.0688434304
"3322" "YMR280C" 1.092 30.0757722945
"3323" "YOR334W" 1.092 30.7767517653
"3324" "YDR338C" 1.092 31.3223140496
"3325" "YFL053W" 1.092 31.6707189997
"3326" "YJL225C" 1.092 33.3720930233
"3327" "YOL022C" 1.093 28.5727525487
"3328" "YEL064C" 1.093 29.1776127927
"3329" "YPL197C" 1.093 29.7503944915
"3330" "YKL080W" 1.093 30.2246130615
"3331" "YMR294W-A" 1.093 30.368159204
"3332" "YNR030W" 1.094 28.6949088146
"3333" "YBR177C" 1.094 29.9750415973
"3334" "YBR244W" 1.094 30.2777218756
"3335" "YIL118W" 1.094 31.0840487123
"3336" "YDR361C" 1.094 31.5043695381
"3337" "YFR003C" 1.095 29.5323807757
"3338" "YNR023W" 1.095 30.1110878223
"3339" "YLR125W" 1.095 30.3172021147
"3340" "YER010C" 1.095 31.0115606936
"3341" "YOL065C" 1.095 31.3646765134
"3342" "YNL047C" 1.096 27.7820936104
"3343" "YHR072W" 1.096 30.5918322778
"3344" "YJR117W" 1.096 31.0075310401
"3345" "YDR225W" 1.096 32.7151935298
"3346" "YMR101C" 1.097 27.6359338061
"3347" "YIR012W" 1.097 28.0011422045
"3348" "YFR032C" 1.097 30.1969724603
"3349" "YHL047C" 1.097 31.0450862248
"3350" "YOR314W" 1.098 28.3226535997
"3351" "YDR296W" 1.098 30.9133346864
"3352" "YMR265C" 1.098 30.9387008234
"3353" "YIL029C" 1.098 34.5462962963
"3354" "YGL084C" 1.099 29.7190426639
"3355" "YGR152C" 1.099 30.0096693096
"3356" "YLR207W" 1.099 31.5358361775
"3357" "YMR144W" 1.1 29.0224540712
"3358" "YJL209W" 1.1 29.3063932449
"3359" "YGL134W" 1.1 29.7018348624
"3360" "YKL127W" 1.1 29.7369502672
"3361" "YKR020W" 1.1 30.2932098765
"3362" "YKR079C" 1.1 30.6465688219
"3363" "YIL131C" 1.1 31.2919088064
"3364" "YIL123W" 1.1 31.6577540107
"3365" "YPR107C" 1.1 31.9420544337
"3366" "YPL200W" 1.101 28.4291666667
"3367" "YER025W" 1.101 29.6363636364
"3368" "YHR210C" 1.101 29.8191468449
"3369" "YKR071C" 1.101 29.9377722464
"3370" "YDL223C" 1.101 30.4423831609
"3371" "YGL242C" 1.101 30.7430221367
"3372" "YBL002W" 1.101 31.4512077295
"3373" "YGR050C" 1.101 32.832326284
"3374" "YJL214W" 1.102 27.1638936699
"3375" "YDR306C" 1.102 28.3154188288
"3376" "YNL045W" 1.102 28.8535160185
"3377" "YGR232W" 1.102 31.3844660194
"3378" "YHR057C" 1.102 32.6227591582
"3379" "YGL204C" 1.102 32.8600682594
"3380" "YDR230W" 1.103 28.9594329664
"3381" "YLR057W" 1.103 29.3687258687
"3382" "YDL227C" 1.103 29.719123506
"3383" "YDR330W" 1.103 30.6549885758
"3384" "YML012W" 1.103 31.0938668661
"3385" "YLL060C" 1.104 28.5457096095
"3386" "YOR190W" 1.104 29.2892204987
"3387" "YNL124W" 1.104 30.9353879427
"3388" "YHR109W" 1.104 31.1187755982
"3389" "YPL181W" 1.104 31.7422255526
"3390" "YOR111W" 1.104 31.9137190759
"3391" "YOR230W" 1.104 32.6502213789
"3392" "YGL079W" 1.105 27.0795878097
"3393" "YML048W" 1.105 27.6347305389
"3394" "YER038C" 1.105 30.6757754801
"3395" "YCR002C" 1.105 33.4325581395
"3396" "YGL212W" 1.106 28.0897335423
"3397" "YNL105W" 1.106 28.8775951557
"3398" "YOR370C" 1.106 29.1477164151
"3399" "YHL009C" 1.106 29.6294227188
"3400" "YGL239C" 1.106 30.337543554
"3401" "YDL066W" 1.106 30.583106267
"3402" "YBR110W" 1.106 30.789701428
"3403" "YDR453C" 1.106 31.279577303
"3404" "YOR301W" 1.106 32.5108225108
"3405" "YNL260C" 1.107 28.6655145929
"3406" "YOR229W" 1.107 29.0353697749
"3407" "YBR261C" 1.107 29.6984828116
"3408" "YKL065C" 1.107 30.6510607169
"3409" "YNR039C" 1.107 30.9430894309
"3410" "YMR155W" 1.107 31.000413394
"3411" "YLR163C" 1.108 28.2299516908
"3412" "YDR004W" 1.108 30.1819438047
"3413" "YKL069W" 1.108 30.2275166345
"3414" "YDL224C" 1.108 31.4346072595
"3415" "YHR108W" 1.108 33.2338415289
"3416" "YLR280C" 1.108 34.2750213858
"3417" "YLR112W" 1.109 28.9398451459
"3418" "YGL085W" 1.109 29.1875571821
"3419" "YGL080W" 1.109 29.5787292818
"3420" "YDR253C" 1.109 29.828293183
"3421" "YPR043W" 1.109 30.8293745051
"3422" "YOR393W" 1.109 31.2556561086
"3423" "YJL124C" 1.11 26.4367450731
"3424" "YLR283W" 1.11 29.1327300151
"3425" "YLR174W" 1.11 29.4469954083
"3426" "YHL025W" 1.11 30.2475928473
"3427" "YJR047C" 1.11 30.8135668366
"3428" "YER086W" 1.11 30.8162847791
"3429" "YDR321W" 1.11 33.17624148
"3430" "YJL031C" 1.111 29.198919892
"3431" "YOR231W" 1.111 29.8011209546
"3432" "YBR012C" 1.111 30.8613371065
"3433" "YDL135C" 1.112 26.0978762696
"3434" "YHR016C" 1.112 30.0755857899
"3435" "YGR197C" 1.112 30.532579009
"3436" "YGL105W" 1.112 30.7383444339
"3437" "YMR240C" 1.112 31.0684371808
"3438" "YPL013C" 1.112 31.2148120159
"3439" "YKL026C" 1.112 31.4317492417
"3440" "YGR192C" 1.112 32.0378193522
"3441" "YNL151C" 1.113 29.3095930233
"3442" "YDL113C" 1.113 31.1258552768
"3443" "YIR043C" 1.113 31.202936747
"3444" "YDR381W" 1.113 31.9774806474
"3445" "YPL103C" 1.113 32.0424924121
"3446" "YOR097C" 1.113 33.3954491958
"3447" "YOL034W" 1.114 28.3799621928
"3448" "YPL212C" 1.114 30.313052706
"3449" "YPR024W" 1.114 31.516734378
"3450" "YAL016W" 1.114 31.7489671454
"3451" "YOR381W" 1.114 31.7752007136
"3452" "YNL244C-R" 1.114 32.7399613485
"3453" "YCR047C" 1.115 30.214532872
"3454" "YIL011W" 1.115 30.3371677906
"3455" "YNR076W" 1.115 30.783318223
"3456" "YOR106W" 1.115 30.8524717789
"3457" "YGR066C" 1.116 25.5333564976
"3458" "YDR065W" 1.116 27.6900848835
"3459" "YGL160W" 1.116 28.8536792854
"3460" "YER125W" 1.116 29.6852615585
"3461" "YOL066C" 1.116 30.6563706564
"3462" "YGR220C" 1.116 32.727893479
"3463" "YIR037W" 1.116 32.8464017186
"3464" "YPL060W" 1.117 27.0660843145
"3465" "YBR032W" 1.117 27.8639152259
"3466" "YIL097W" 1.117 28.435171386
"3467" "YKL193C" 1.117 28.6168764886
"3468" "YNL050C" 1.117 29.0325824618
"3469" "YIL071C" 1.117 29.3586789555
"3470" "YNL256W" 1.117 29.7624477385
"3471" "YJR087W" 1.117 29.8021481063
"3472" "YHL007C" 1.117 30.0096061479
"3473" "YDR047W" 1.117 30.438247012
"3474" "YKL120W" 1.117 31.1663405088
"3475" "YDR322C-A" 1.117 32.225764382
"3476" "YCL034W" 1.117 33.0926768722
"3477" "YCR021C" 1.118 30.1075713695
"3478" "YOR361C" 1.118 30.3117923707
"3479" "YCR092C" 1.118 30.318602261
"3480" "YDL067C" 1.118 30.573800738
"3481" "YDL175C" 1.118 30.701754386
"3482" "YDR286C" 1.118 31.9242579324
"3483" "YBR029C" 1.118 32.1627207817
"3484" "YDL207W" 1.119 28.8714792016
"3485" "YKL062W" 1.119 30.1456213844
"3486" "YGL149W" 1.119 31.1364643332
"3487" "YLR293C" 1.119 32.2532188841
"3488" "YPL044C" 1.12 26.2711864407
"3489" "YIR024C" 1.12 27.5510560307
"3490" "YLR261C" 1.12 29.2113631545
"3491" "YBR147W" 1.12 29.3736285657
"3492" "YIL094C-R" 1.12 29.4895217625
"3493" "YNL216W" 1.12 30.593084037
"3494" "YIL066C" 1.12 30.7557894737
"3495" "YKL006C-A" 1.12 31.2729357798
"3496" "YKL021C" 1.12 31.2807295797
"3497" "YNL206C" 1.12 31.3390170512
"3498" "YMR287C" 1.121 27.2656493304
"3499" "YER094C" 1.121 29.0756622832
"3500" "YAL059W" 1.121 29.5227272727
"3501" "YDL029W" 1.121 31.4785046729
"3502" "YMR152W" 1.121 31.8486201299
"3503" "YJL203W" 1.122 28.9660185353
"3504" "YHR001W" 1.122 31.2379262764
"3505" "YBR011C-R" 1.122 32.041122296
"3506" "YDR472W" 1.122 32.8130701609
"3507" "YDL006W" 1.123 28.6150490731
"3508" "YLR406C" 1.123 30.1425661914
"3509" "YCL017C" 1.123 31.8307599759
"3510" "YPR066W" 1.123 32.3499317872
"3511" "YBR214W" 1.123 32.3908344142
"3512" "YHR087W" 1.124 28.2412060302
"3513" "YPL233W" 1.124 28.8929088278
"3514" "YOR081C" 1.124 30.0075244545
"3515" "YNL170W" 1.124 30.4309178744
"3516" "YPR009W" 1.124 31.3935533681
"3517" "YBR272C" 1.124 31.4362193096
"3518" "YBR224W" 1.124 31.5429726997
"3519" "YGL107C" 1.124 32.5437415882
"3520" "YOR076C" 1.125 26.9778726708
"3521" "YGR216C" 1.125 32.5267379679
"3522" "YER119C" 1.126 31.8731182796
"3523" "YGL136C" 1.127 27.4709124311
"3524" "YGR244C" 1.127 28.8504672897
"3525" "YIL102C" 1.127 30.0477773162
"3526" "YPL092W" 1.127 30.4640272456
"3527" "YDL115C" 1.128 26.4082593733
"3528" "YDR165W" 1.128 26.4670348637
"3529" "YNL284C" 1.128 29.7671178344
"3530" "YNL203C" 1.128 29.9862258953
"3531" "YOR092W" 1.128 30.20733983
"3532" "YPR048W" 1.128 30.6782106782
"3533" "YOR064C" 1.128 31.1540188595
"3534" "YPR178W" 1.128 32.0250998289
"3535" "YLR284C" 1.128 33.6910148675
"3536" "YLR258W" 1.129 28.8012332245
"3537" "YPR069C" 1.129 30.398997687
"3538" "YOL113W" 1.129 30.6141522029
"3539" "YBR104W" 1.129 31.3127606339
"3540" "YER053C" 1.13 28.8877050927
"3541" "YGR059W" 1.13 29.0852795471
"3542" "YOR207C" 1.13 29.3493354493
"3543" "YCR023C" 1.13 29.3672496025
"3544" "YHL012W" 1.131 27.8805474907
"3545" "YDR337W" 1.131 28.4199311588
"3546" "YIL099W" 1.131 29.2579293836
"3547" "YIL092W" 1.131 29.7036474164
"3548" "YNR032W" 1.131 30.6399298707
"3549" "YER096W" 1.131 31.0849759814
"3550" "YDR237W" 1.131 31.1551155116
