"Transcript.ID" "Gene.name" "Poly.A..tags" "Mean.TL" "Median.TL" "X10th..ile..TL" "X25th..ile..TL" "X75th..ile..TL" "X90th..ile..TL" "mRNA.RPKM" "RPF.RPKM" "log2.TE."
"2307" "YDR051C" "YDR051C" 151 30 25.7 8 14 42.8 59.2 52.16 65.87 0.336677680555
"2308" "YML128C" "YML128C" 29 40.6 36.5 13.2 22.1 54 62.4 22.56 14.71 -0.616969821144
"2309" "YER010C" "YER010C" 117 28.7 24.7 8 15.5 35.9 50.5 50.77 34.08 -0.575050924504
"2310" "YER176W" "YER176W" 0 NA NA NA NA NA NA 36.51 25.87 -0.49701161475
"2311" "YHL035C" "YHL035C" 2 21.3 21.3 NA NA NA NA 40.5 3.32 -3.60866676131
"2312" "YDL180W" "YDL180W" 32 28.8 20.7 4.8 10.3 42.9 60.8 23.07 12.34 -0.902675609534
"2313" "YGL127C" "YGL127C" 68 29.8 25.2 10.6 16.1 39.8 58.5 49.98 50.79 0.0231935725301
"2314" "YBR030W" "YBR030W" 33 36.2 33.6 13.3 16 50.3 74.9 30.45 13.12 -1.21467450818
"2315" "YLR336C" "YLR336C" 32 25.6 20.5 7.9 12 36.7 50.4 40.1 35.14 -0.190488045334
"2316" "YDL133W" "YDL133W" 0 NA NA NA NA NA NA 30.71 12.05 -1.34967536586
"2317" "YBR122C" "YBR122C" 0 NA NA NA NA NA NA 90.86 100.64 0.147486616823
"2318" "YDR158W" "YDR158W" 1856 23.2 20.7 7.5 13.4 31.3 41.5 448.35 791 0.819052296961
"2319" "YDL022W" "YDL022W" 155 16.8 14.5 -1.6 4.8 25.8 38.2 216.24 386.3 0.837088260585
"2320" "YPR021C" "YPR021C" 49 36.2 37.1 11.6 23.6 46.9 62.1 25.42 6.44 -1.98083143689
"2321" "YLR044C" "YLR044C" 40035 17.1 14.6 4.6 8.2 23.4 33.3 17272.43 21999.67 0.34901081811
"2322" "YGR244C" "YGR244C" 215 31.1 28 11.8 17.2 41.2 54.2 130.33 126.43 -0.0438303740834
"2323" "YOR286W" "YOR286W" 208 30.1 25.8 10 16.5 40.2 58.4 109.94 148.21 0.430926407715
"2324" "YHR091C" "YHR091C" 23 27.7 19.1 9.3 12.2 37.5 64 24.16 6.48 -1.89855473644
"2325" "YMR271C" "YMR271C" 16 50.2 49.4 34.1 39 61.6 71.1 NA NA NA
"2326" "YBR065C" "YBR065C" 7 18.3 18.6 NA NA NA NA 33.12 18.7 -0.824664402724
"2327" "YLR099C" "YLR099C" 73 27.1 19.7 7.3 11.6 38.6 55.4 54.05 27.26 -0.987509055817
"2328" "YOR149C" "YOR149C" 13 31.9 30.2 8.5 18.6 42.3 62.9 25.41 7.62 -1.73753347256
"2329" "YGR117C" "YGR117C" 73 23.6 17.8 6.9 12.2 32.2 45.8 61.33 29.11 -1.07507811152
"2330" "YOR298C-A" "YOR298C-A" 1995 41.5 40.3 18.6 29.2 53.4 65.8 888.22 1622.52 0.869247299854
"2331" "YML032C" "YML032C" 94 28.7 23.3 5.5 10.9 42.9 55.2 49.88 24.26 -1.03988191471
"2332" "YGL254W" "YGL254W" 25 28.7 30 2.2 21.4 38.2 49 22.67 21.83 -0.05447226075
"2333" "YDR240C" "YDR240C" 39 32.1 27.3 11.8 17.5 47.5 57.9 23.36 16.95 -0.462755000856
"2334" "YGR059W" "YGR059W" 1 46 46 NA NA NA NA NA NA NA
"2335" "YOL007C" "YOL007C" 91 33.4 34 11.4 14 48.6 59.1 52.98 58.92 0.153309586666
"2336" "YDR429C" "YDR429C" 822 23.3 19.7 7.5 11.8 30.4 44.2 381.95 515.88 0.433651724683
"2337" "YLR189C" "YLR189C" 43 36.8 36.3 15.4 22.4 45.8 57.7 34.82 10.92 -1.67294334673
"2338" "YDL035C" "YDL035C" 0 NA NA NA NA NA NA 42.93 14.42 -1.57391500821
"2339" "YER118C" "YER118C" 1 -1 -1 NA NA NA NA 72.76 59.61 -0.287591169681
"2340" "YHR067W" "YHR067W" 4 10.3 12.8 NA NA NA NA 23.79 9.38 -1.34269544391
"2341" "YDL193W" "YDL193W" 1 -6.9 -6.9 NA NA NA NA 71.26 73.81 0.0507238067042
"2342" "YER021W" "YER021W" 293 22.1 18.1 6.5 11.5 29.2 44.5 189.94 158.39 -0.262062505388
"2343" "YBR052C" "YBR052C" 502 38.2 36.2 15 23 49.8 64 165.29 205.92 0.317084514058
"2344" "YJL127C-B" "YJL127C-B" 141 35.4 35.4 12.3 24.3 45.3 58 110.82 48.41 -1.19484127284
"2345" "YEL052W" "YEL052W" 228 32.1 30.1 7.6 18 45.3 59.1 57.41 29.22 -0.974345877468
"2346" "YNL088W" "YNL088W" 0 NA NA NA NA NA NA 96.87 57.9 -0.742486593459
"2347" "YPL093W" "YPL093W" 44 19.9 16.3 -2.7 4.2 34 48.3 249.88 181.47 -0.461504368495
"2348" "YEL009C" "YEL009C" 2202 33.6 31.9 15 22 44.4 53.5 830.37 27.71 -4.90527570634
"2349" "YER161C" "YER161C" 68 31.2 27.5 9.4 15.2 44.4 57.2 43.06 40.25 -0.0973595362779
"2350" "YHL036W" "YHL036W" 25 27.6 19 4.8 10.5 37.9 62.4 9.38 2.86 -1.71357277574
"2351" "YBR083W" "YBR083W" 101 36.1 30 9.1 19.3 52.5 67.9 47.23 48.57 0.0403619508732
"2352" "YNL250W" "YNL250W" 0 NA NA NA NA NA NA 22.72 8.49 -1.42012637595
"2353" "YNR019W" "YNR019W" 132 49.3 51.2 21.9 38 60.8 70 58.22 64.14 0.139709514319
"2354" "YNL200C" "YNL200C" 83 34.2 31.6 14.4 24.9 45.3 55 21.02 24.43 0.216891194305
"2355" "YDR498C" "YDR498C" 91 36.7 34.8 13.3 19.6 52 67.2 28.94 20.43 -0.502375717798
"2356" "YFL013C" "YFL013C" 33 41.4 40.1 19.5 25.6 53 65.3 32.24 30.93 -0.0598449104387
"2357" "YOR257W" "YOR257W" 106 24.9 20.5 7.6 11.1 33.9 48.3 30.2 90.54 1.58400675704
"2358" "YDR461C-A" "YDR461C-A" 137 25.8 24.6 7.2 13.3 33.4 46.4 NA NA NA
"2359" "YGR002C" "YGR002C" 1 -8.9 -8.9 NA NA NA NA 30.07 24.57 -0.291427010212
"2360" "YER129W" "YER129W" 0 NA NA NA NA NA NA 39.81 9.23 -2.10872831845
"2361" "YBR058C-A" "YBR058C-A" 498 31 27 11.7 18.6 41.6 56.4 139.24 243.4 0.805755448877
"2362" "YGR004W" "YGR004W" 70 26.3 22.7 7.9 13.2 36 51.6 25.85 19.23 -0.426805517862
"2363" "YOL113W" "YOL113W" 29 35.3 35.6 16.4 23.9 44.2 51.9 27.6 2.74 -3.33242046871
"2364" "YHR150W" "YHR150W" 6 31.4 34.4 NA NA NA NA 14.54 5.04 -1.52853163042
"2365" "YDR111C" "YDR111C" 3 6.6 7 NA NA NA NA 26.79 14.64 -0.871779027558
"2366" "YMR120C" "YMR120C" 396 27.4 25 8.9 14.2 38 50.7 248.45 297.72 0.261000599176
"2367" "YGR253C" "YGR253C" 8 19.3 17.6 NA NA NA NA 300.15 357 0.25024040629
"2368" "YDR510W" "YDR510W" 1234 24.5 21.5 9.4 14.5 31.8 43 591.67 1205.93 1.02728151456
"2369" "YKR082W" "YKR082W" 172 19.9 14.1 5.4 8.7 29.7 46.5 72.22 45.67 -0.66115163057
"2370" "YLR228C" "YLR228C" 4 21.9 20.4 NA NA NA NA 28.28 10.92 -1.37280926389
"2371" "YOR027W" "YOR027W" 1267 29.2 27 7.9 15.1 40.2 53.1 521.83 897.58 0.782460642918
"2372" "YOR042W" "YOR042W" 115 31.1 28 9.4 14.1 40.8 54.7 101.62 96.77 -0.0705526021663
"2373" "YBR023C" "YBR023C" 147 21.2 16.2 5.3 8.2 28.7 42.3 70.74 34.27 -1.04558002718
"2374" "YPR045C" "YPR045C" 2 50.7 50.7 NA NA NA NA 47.5 38.94 -0.286674629385
"2375" "YER058W" "YER058W" 70 24 18.9 6.5 12.3 34.3 51 NA NA NA
"2376" "YPR010C" "YPR010C" 494 21.8 18 4.9 8.8 28.9 46.4 283.53 192.54 -0.558343197779
"2377" "YPL231W" "YPL231W" 1651 27.5 26 8.1 14.7 38.4 48.6 816.23 625.4 -0.384196517621
"2378" "YLR148W" "YLR148W" 0 NA NA NA NA NA NA 29.28 21.72 -0.43089145048
"2379" "YHR042W" "YHR042W" 815 25.9 21.8 8 13.4 36.5 49.1 200.57 166.32 -0.270144169521
"2380" "YDR164C" "YDR164C" 63 32.9 28.8 12.2 17.4 46.6 63 39.02 23.75 -0.716286264503
"2381" "YKL155C" "YKL155C" 83 23.2 15.1 5.9 8.4 32.5 55.3 29.33 15.7 -0.901612511978
"2382" "YJR069C" "YJR069C" 294 31.6 27.9 12.8 18.9 42.2 55.3 138.47 287.63 1.05464071237
"2383" "YBR162W-A" "YBR162W-A" 732 20.4 16.2 6.6 10.2 26.7 39.6 342.98 576.32 0.748745634571
"2384" "YCL055W" "YCL055W" 60 22.7 17.9 7.6 11.1 30.6 47.8 36.98 45.55 0.300705829285
"2385" "YGR145W" "YGR145W" 8 38.8 40.4 NA NA NA NA 73.62 68.93 -0.094965734406
"2386" "YKR055W" "YKR055W" 46 34.5 31.9 7.5 12.8 44.8 71.6 19.55 24.38 0.318529518425
"2387" "YFL042C" "YFL042C" 87 33.1 32.1 10.5 20.1 43.7 56.2 27.35 19.78 -0.467498406921
"2388" "YDR351W" "YDR351W" 0 NA NA NA NA NA NA 35.68 20.7 -0.785484847534
"2389" "YOL119C" "YOL119C" 141 35.8 32.8 13 18.5 47.4 62.3 32.72 33.38 0.0288112064209
"2390" "YHL028W" "YHL028W" 39 21.1 12.7 5.4 7.1 25.7 57.1 13.59 5.4 -1.33151414372
"2391" "YDR148C" "YDR148C" 0 NA NA NA NA NA NA 108.52 142.91 0.397145918534
"2392" "YPL181W" "YPL181W" 65 33 28.9 9.4 16.6 45.7 59.9 39.95 40.54 0.0211505856516
"2393" "YJR034W" "YJR034W" 44 23.7 20 9.2 14.1 29.1 43 47.53 83.94 0.820520061584
"2394" "YLR121C" "YLR121C" 0 NA NA NA NA NA NA 12.13 9.1 -0.414641100034
"2395" "YDL045W-A" "YDL045W-A" 205 27.6 22.8 8.3 13.3 36.8 56.9 91.24 139.44 0.611906122814
"2396" "YOR003W" "YOR003W" 0 NA NA NA NA NA NA 7.34 4.53 -0.696269012797
"2397" "YLR210W" "YLR210W" 33 29.2 20.6 10 12.3 39.4 64.8 24.64 19.19 -0.3606475445
"2398" "YDR490C" "YDR490C" 89 28.2 18.6 7.6 13.1 43.8 62.1 31.53 18.93 -0.73605075898
"2399" "YNL055C" "YNL055C" 2899 28.1 25.7 9 14.8 38.9 50.8 847.85 1570.14 0.889012247717
"2400" "YDL204W" "YDL204W" 0 NA NA NA NA NA NA 13.07 2.71 -2.26989438444
"2401" "YDL106C" "YDL106C" 50 28.6 26.5 6.9 12.8 43.2 55.6 24.06 25.1 0.0610507216621
"2402" "YFR029W" "YFR029W" 27 22.4 15.9 6.5 10.6 29.6 47.6 16.87 8.18 -1.04428722535
"2403" "YDR335W" "YDR335W" 1 -2.3 -2.3 NA NA NA NA 74.54 41.16 -0.856771836835
"2404" "YKR061W" "YKR061W" 0 NA NA NA NA NA NA 13.37 2.15 -2.6365909005
"2405" "YPR055W" "YPR055W" 97 23.4 17.5 6.1 9.7 34.1 47.1 35.7 19.09 -0.903106971513
"2406" "YAL022C" "YAL022C" 201 35.8 31.5 12.3 21.7 49.8 65.5 53.78 35.07 -0.61683232462
"2407" "YHR081W" "YHR081W" 100 32.3 31 9.3 16.7 46 58.2 56.44 97.35 0.78646299101
"2408" "YGL116W" "YGL116W" 69 27.1 20.1 6.4 12.1 41.4 55.5 30.3 28.17 -0.105158229985
"2409" "YKR031C" "YKR031C" 36 18.9 15.7 3.5 6.5 26 44.5 35.98 12.47 -1.52873372142
"2410" "YMR039C" "YMR039C" 75 19.6 17.8 7.2 9.4 27.6 37.5 53.21 88.87 0.73999908465
"2411" "YPR036W-A" "YPR036W-A" 1136 25.3 22.4 6.4 11.7 36.3 50.1 363.1 1296.2 1.83584950392
"2412" "YPL014W" "YPL014W" 34 37.5 40.4 8.3 15.7 58.7 65.5 14.74 13.26 -0.152655748982
"2413" "YGR154C" "YGR154C" 1 47.1 47.1 NA NA NA NA 12.36 0.48 -4.68650052718
"2414" "YHR181W" "YHR181W" 106 32.7 31 9.4 17.3 44.9 57.5 76.06 71.51 -0.0889929356561
"2415" "YOR107W" "YOR107W" 4 17.5 17.5 NA NA NA NA NA NA NA
"2416" "YDL179W" "YDL179W" 42 27.3 21.1 7.7 14.5 39.9 58.9 32.79 31.79 -0.0446828852551
"2417" "YOR125C" "YOR125C" 60 25.4 22.5 6.1 12.1 36 45.6 44.34 38.89 -0.189209535433
"2418" "YMR128W" "YMR128W" 0 NA NA NA NA NA NA 59.91 56.13 -0.0940247742032
"2419" "YLL011W" "YLL011W" 90 30 27.2 5.9 13.4 43.7 61.3 71.49 57.99 -0.301937313979
"2420" "YML130C" "YML130C" 153 26.5 26 7.7 13.2 37.6 47 92.08 92.76 0.0106149865138
"2421" "YJL029C" "YJL029C" 117 29.4 24 7.4 15.5 41.6 56.8 47.8 19.18 -1.31740789785
"2422" "YER056C" "YER056C" 644 27.1 23.5 6.9 12.4 38.9 54.5 183.91 204.45 0.152748135272
"2423" "YGL130W" "YGL130W" 109 25.7 21.3 8.4 12.9 35.2 50.9 40.82 45.44 0.154686652472
"2424" "YML088W" "YML088W" 39 41.1 36.9 15.3 27 56.6 69.6 38.7 18.9 -1.03394733192
"2425" "YMR157C" "YMR157C" 16 28.5 27.2 10.8 17.5 36 47.4 37.81 33.3 -0.183245672029
"2426" "YER036C" "YER036C" 1085 25.5 22.7 8.3 12.9 35.2 46.8 429.7 415.01 -0.0501836773352
"2427" "YCL005W-A" "YCL005W-A" 0 NA NA NA NA NA NA 411.91 670.99 0.703962114442
"2428" "YNL306W" "YNL306W" 316 27.4 22.8 6.4 11.3 41.3 56.4 128.98 123.78 -0.0593691475998
"2429" "YCR017C" "YCR017C" 313 27.2 26.1 9.4 15.5 36.8 46.7 122.11 57.92 -1.0760478448
"2430" "YDR237W" "YDR237W" 143 34 33.1 9.9 15.3 47.5 65.7 53.54 47.47 -0.173601089211
"2431" "YOR297C" "YOR297C" 95 37.4 36.2 17.2 22.8 48.6 58.5 41.05 41.69 0.0223191501432
"2432" "YDR060W" "YDR060W" 246 24.2 20.4 7.9 12.1 33 44.7 141.82 102.16 -0.473230571156
"2433" "YMR080C" "YMR080C" 152 32.8 30.6 10.5 18.4 43.4 56.8 101.63 52.3 -0.958443480275
"2434" "YLR150W" "YLR150W" 2443 25 23 8.3 13.8 33.3 44.8 2489.79 4497.65 0.853147333154
"2435" "YKR013W" "YKR013W" 348 33.3 31.7 9.3 18.9 45.9 58.6 131.39 253.36 0.94733329514
"2436" "YMR193W" "YMR193W" 91 38.5 38.7 12.1 21.4 53.9 67.9 36.96 55.69 0.591453535881
"2437" "YOR194C" "YOR194C" 156 28 24.7 6.8 13.4 40.2 52.5 51.21 71.06 0.472612129582
"2438" "YBR001C" "YBR001C" 0 NA NA NA NA NA NA 45.99 24.89 -0.885753967399
"2439" "YNL246W" "YNL246W" 180 34.8 32.9 7.5 16.7 48.4 61.9 65.77 62.53 -0.0728811530233
"2440" "YIL027C" "YIL027C" 204 29.5 24.9 10.2 14.7 37.3 56.8 105.4 109.48 0.0547924728404
"2441" "YCL033C" "YCL033C" 0 NA NA NA NA NA NA 67.12 99.09 0.561996754567
"2442" "YHR196W" "YHR196W" 147 28.2 21.4 8.2 12.9 41 59.3 94.96 75.06 -0.339275644755
"2443" "YHR164C" "YHR164C" 0 NA NA NA NA NA NA 21.41 6.96 -1.62112558454
"2444" "YMR048W" "YMR048W" 58 37.2 30.9 16 20.6 48.1 69.2 22.22 27.52 0.308621653313
"2445" "YDR277C" "YDR277C" 0 NA NA NA NA NA NA 11.49 7.95 -0.531352032474
"2446" "YPR067W" "YPR067W" 0 NA NA NA NA NA NA 56.64 28.4 -0.995930335691
"2447" "YOR167C" "YOR167C" 9737 22.4 20.2 7.9 12.7 29.5 38.9 2914.53 3724.22 0.353675047661
"2448" "YML025C" "YML025C" 85 27.7 25.8 6.5 11.5 41.8 53.1 42.84 48.42 0.176644599249
"2449" "YDL124W" "YDL124W" 881 26.2 24.3 7.1 14.1 35.9 48.2 255.11 323.06 0.340682680988
"2450" "YDR257C" "YDR257C" 73 31.1 27.1 10.5 16.7 44.5 59.1 47.57 31.13 -0.611746448493
"2451" "YJR074W" "YJR074W" 0 NA NA NA NA NA NA 58.81 67.2 0.192399742504
"2452" "YNL291C" "YNL291C" 13 32.5 33.1 20 21.4 44.1 46.2 46.23 19.72 -1.22916981086
"2453" "YGR266W" "YGR266W" 156 33.2 31 8 17.5 46.7 59.8 44.76 46.62 0.0587389681525
"2454" "YDL148C" "YDL148C" 98 26.9 24.4 9.3 14 38.5 49 71.31 77.72 0.124181496922
"2455" "YMR102C" "YMR102C" 76 23.1 12.8 5.2 6.5 37.8 57 35.33 17.97 -0.975303340381
"2456" "YPL076W" "YPL076W" 18 27.6 22.3 15.8 19 39.3 46.2 13.35 7.75 -0.784571526413
"2457" "YAL012W" "YAL012W" 2176 28.7 26.3 9.1 15.7 39.7 51.7 518.26 1103.08 1.08978947104
"2458" "YHR163W" "YHR163W" 169 25.7 23.4 6.8 15.2 35.7 48.2 207.46 160.69 -0.368553049215
"2459" "YMR200W" "YMR200W" 260 29.4 28.4 9.7 16 39.3 54.8 109.75 152.55 0.475061240156
"2460" "YKL011C" "YKL011C" 31 38.9 36 10.3 22.5 59.9 66.5 19.31 10.59 -0.866645574958
"2461" "YHR037W" "YHR037W" 0 NA NA NA NA NA NA 81.77 79.12 -0.0475292142613
"2462" "YBR167C" "YBR167C" 19 21.8 22.7 3.4 11 35.6 41.1 32.75 39.79 0.280910992382
"2463" "YIL156W" "YIL156W" 3 28.7 42.4 NA NA NA NA 25.72 9.64 -1.4157855911
"2464" "YNR031C" "YNR031C" 0 NA NA NA NA NA NA 42.4 11 -1.94656074104
"2465" "YMR276W" "YMR276W" 816 30.7 27.9 11.7 17.2 41.4 54.8 256.76 413.26 0.686629263943
"2466" "YBR241C" "YBR241C" 53 33.9 31.9 13.9 21.2 43.2 56.4 20.4 15.32 -0.413152854934
"2467" "YML002W" "YML002W" 0 NA NA NA NA NA NA 13.61 0.3 -5.5035607559
"2468" "YDR499W" "YDR499W" 0 NA NA NA NA NA NA 17.2 6.31 -1.44669665461
"2469" "YPL196W" "YPL196W" 96 33.4 28.1 11.5 14.8 45.4 68.5 27.07 35.78 0.402458499837
"2470" "YPL215W" "YPL215W" 127 36.2 31.6 9 16 53 67.1 58.23 59.02 0.0194413019972
"2471" "YLR272C" "YLR272C" 68 34.3 31.4 11.4 19.2 49.2 57.7 35.4 12.76 -1.47212103121
"2472" "YOR005C" "YOR005C" 0 NA NA NA NA NA NA 9.36 4.35 -1.10549312885
"2473" "YHR009C" "YHR009C" 220 30 30 8.7 17.2 41.6 51.8 118.96 58.67 -1.01978165538
"2474" "YJL149W" "YJL149W" 48 28.3 27.1 8.6 15 36.9 52.1 18.17 15.43 -0.235820357663
"2475" "YNR017W" "YNR017W" 420 30.4 25.9 10.2 15.9 42.4 56.3 154.36 172.36 0.159126054569
"2476" "YKL059C" "YKL059C" 77 27.9 24.4 9.4 14.6 40.6 50.7 30 26.65 -0.170826967737
"2477" "YFR037C" "YFR037C" 225 30.6 26.1 12.5 17.9 42.4 55.6 116.67 131.79 0.175807264659
"2478" "YDR364C" "YDR364C" 24 37 33.6 11.8 20.3 55.7 59.3 31.41 13.28 -1.24196879631
"2479" "YAL049C" "YAL049C" 181 27.5 22.8 10.3 14.5 35.3 48.6 85.24 117.38 0.461584114995
"2480" "YJL212C" "YJL212C" 151 24.6 21.8 6 10.1 39.4 49 84.96 55.95 -0.60264563494
"2481" "YGR136W" "YGR136W" 1 -1.9 -1.9 NA NA NA NA 148.17 227.78 0.620387703631
"2482" "YML007W" "YML007W" 133 37.4 34.3 12.7 22.5 53.5 64.5 74.24 51.32 -0.532675540038
"2483" "YPL156C" "YPL156C" 29 33.7 30.2 12.4 14.3 49.6 61 18.38 13.88 -0.405129198711
"2484" "YOR018W" "YOR018W" 0 NA NA NA NA NA NA 22.2 15.49 -0.519222532448
"2485" "YDR513W" "YDR513W" 2 -4.3 -4.3 NA NA NA NA 194.7 388.73 0.997515567023
"2486" "YDR461W" "YDR461W" 13 -5.4 -5.7 -7.3 -6.8 -5.1 -1.7 373.8 1089.77 1.54368520679
"2487" "YGL201C" "YGL201C" 1 1.1 1.1 NA NA NA NA 59.82 42.09 -0.507150400778
"2488" "YGL047W" "YGL047W" 107 27.8 24.9 8.6 15.7 35.7 48.3 32.29 37.8 0.227298793494
"2489" "YKL084W" "YKL084W" 165 26.5 21.8 10.2 15 36 50.1 46.89 59.37 0.340453834048
"2490" "YBR121C" "YBR121C" 1217 22.3 19.6 7.6 12.7 28.9 40.1 638.19 615.2 -0.0529304994519
"2491" "YFL027C" "YFL027C" 30 31.5 24.4 10.1 16.8 43.9 57.9 23.31 9.58 -1.28285144339
"2492" "YDL146W" "YDL146W" 55 37.6 35.4 14 19.9 47.2 59.2 26.08 8.56 -1.60726116783
"2493" "YKL133C" "YKL133C" 0 NA NA NA NA NA NA 11.23 2.4 -2.22625161679
"2494" "YJR052W" "YJR052W" 43 25.3 16.8 6 10 39.8 54.5 22.73 13.73 -0.727266058671
"2495" "YMR062C" "YMR062C" 136 31.6 30.4 11.3 20.9 38.9 52.9 63.5 49.01 -0.373680445137
"2496" "YLR292C" "YLR292C" 273 27.4 22.5 8.2 13.2 39.3 54.4 106.13 152.85 0.52628402855
"2497" "YKL020C" "YKL020C" 107 34.6 31.4 9.1 15.2 51.6 63.6 37.12 21.35 -0.79796064062
"2498" "YHR170W" "YHR170W" 182 28.6 23.7 7.8 13.4 41 57.8 143.11 130.94 -0.128218601767
"2499" "YJL125C" "YJL125C" 90 33.6 31.1 11 15.8 48.6 64.4 45.45 56.23 0.307059752459
"2500" "YBR107C" "YBR107C" 15 46.5 47.6 16 39.6 62.6 71.5 19.53 5.51 -1.82556772532
"2501" "YLR312W-A" "YLR312W-A" 108 24.3 19.2 6.3 10.8 33.8 48.9 55.28 58.19 0.0740136303631
"2502" "YBL090W" "YBL090W" 139 32.2 28.6 8.3 14.3 47.6 58.6 53.28 79.26 0.572998884897
"2503" "YDR259C" "YDR259C" 10 34.8 29.6 17.2 21.4 48.4 52.6 NA NA NA
"2504" "YPR034W" "YPR034W" 273 37.7 36 11.2 22.1 51.8 65 74.92 64.94 -0.206243514957
"2505" "YKL068W" "YKL068W" 63 33.2 30.7 10.6 21.6 44.3 58.2 68.63 44.34 -0.630230584476
"2506" "YGR098C" "YGR098C" 0 NA NA NA NA NA NA 29.26 5.52 -2.40618959736
"2507" "YDL166C" "YDL166C" 176 31.5 28.2 9.4 17.2 40.9 57.1 67.61 116.44 0.784278192311
"2508" "YDR260C" "YDR260C" 0 NA NA NA NA NA NA 31.95 42.52 0.412325665697
"2509" "YKL142W" "YKL142W" 259 30.5 26.4 9.9 16.8 41.1 56 179.11 318.45 0.830220984402
"2510" "YPL049C" "YPL049C" 197 27.6 24.4 7.1 13.6 40.2 52.9 76.1 64.63 -0.235692462113
"2511" "YBR147W" "YBR147W" 4 47.6 47.5 NA NA NA NA NA NA NA
"2512" "YGL212W" "YGL212W" 0 NA NA NA NA NA NA 18.68 32.58 0.802492148816
"2513" "YLR388W" "YLR388W" 0 NA NA NA NA NA NA 2526.03 7275.97 1.52626782137
"2514" "YOR110W" "YOR110W" 71 25.4 20.6 7.8 10.8 34 48 36.9 27.05 -0.447992222234
"2515" "YLR045C" "YLR045C" 0 NA NA NA NA NA NA 45.48 30.7 -0.566993598635
"2516" "YER081W" "YER081W" 2 31.7 31.7 NA NA NA NA 33.83 11.12 -1.60514638907
"2517" "YJL070C" "YJL070C" 0 NA NA NA NA NA NA 16.23 7.01 -1.21117665054
"2518" "YNL241C" "YNL241C" 1062 32.7 31.4 11.8 18.3 44.8 55.9 295.12 272.95 -0.112664997061
"2519" "YDR169C" "YDR169C" 2 2.7 2.7 NA NA NA NA 27.29 24.83 -0.136288133097
"2520" "YPR041W" "YPR041W" 1 4.1 4.1 NA NA NA NA 288.3 460.47 0.675536329775
"2521" "YDR373W" "YDR373W" 325 21.5 18.3 6 10.7 28.8 39.1 108.22 113.86 0.0732938584087
"2522" "YJL165C" "YJL165C" 67 18.6 16.4 4.1 8.8 26.4 37 42.2 26.45 -0.673975276593
"2523" "YDR322W" "YDR322W" 79 32.6 25.9 7.8 12.4 47.8 65.4 43.14 47.15 0.128231594402
"2524" "YNL008C" "YNL008C" 81 43.9 41.5 19.8 32.9 56.8 67.1 33.98 16.01 -1.08571254467
"2525" "YOL111C" "YOL111C" 231 31.6 28.6 8.7 17.6 42.6 54.6 76.73 143.8 0.906201015764
"2526" "YHR127W" "YHR127W" 25 34.9 30.4 13.2 22.1 47.6 60.4 53.33 59.57 0.159638631061
"2527" "YDR004W" "YDR004W" 0 NA NA NA NA NA NA 22.6 8.03 -1.49285087979
"2528" "YIL096C" "YIL096C" 1 5.8 5.8 NA NA NA NA 33.61 25.16 -0.417758620429
"2529" "YOR350C" "YOR350C" 1 43.1 43.1 NA NA NA NA 18.38 5.74 -1.67901412461
"2530" "YFR011C" "YFR011C" 138 31.8 28.5 11.1 18.1 42.3 55.4 55.99 103.51 0.886529066653
"2531" "YIL074C" "YIL074C" 208 28.7 25.6 8.6 15.8 40.1 51.8 122.45 133.56 0.125295224612
"2532" "YMR312W" "YMR312W" 0 NA NA NA NA NA NA 37.8 37.59 -0.00803731906542
"2533" "YIL161W" "YIL161W" 14 22.5 21.6 5.5 9.3 34.2 42.1 24.13 20.14 -0.260764232209
"2534" "YLL043W" "YLL043W" 191 25.2 22.1 7 13.4 32.8 48.8 74.58 47.07 -0.663980944084
"2535" "YOL144W" "YOL144W" 81 31.2 24.6 8.6 13.5 39.1 60.3 24.05 37.29 0.632751903116
"2536" "YMR297W" "YMR297W" 0 NA NA NA NA NA NA 367.74 310.15 -0.245719985716
"2537" "YLR395C" "YLR395C" 0 NA NA NA NA NA NA 126.29 272.6 1.11004515518
"2538" "YHL008C" "YHL008C" 81 29.9 21.8 6.6 11.5 44 66.5 29.97 10.4 -1.52693555549
"2539" "YIL021W" "YIL021W" 190 25.5 20.4 7.4 12.5 34.8 51.7 114.47 166.56 0.541072423657
"2540" "YCL016C" "YCL016C" 25 30 26.8 7.2 13.1 44.3 63.6 18.63 17.82 -0.0641303374197
"2541" "YHR039C" "YHR039C" 235 28.4 25.8 9.6 16.8 37.3 52.7 115.42 69.53 -0.731185741479
"2542" "YBR274W" "YBR274W" 45 29.7 25.5 11.3 14.8 40.1 59.5 26.81 10.79 -1.31307635449
"2543" "YBL101C" "YBL101C" 0 NA NA NA NA NA NA 35.78 15.82 -1.17740378758
"2544" "YGL178W" "YGL178W" 57 28.4 20.9 5.5 7.9 44.9 57.2 30.9 14.93 -1.04939267266
"2545" "YNL249C" "YNL249C" 10 31.8 35.9 3.4 19.4 47 51.6 11.43 5.74 -0.993702761539
"2546" "YMR090W" "YMR090W" 0 NA NA NA NA NA NA 22.69 17.98 -0.335663588158
"2547" "YER142C" "YER142C" 25 21 20.5 6.5 8.1 25.9 42.4 28.08 19.24 -0.545434136535
"2548" "YML119W" "YML119W" 53 39.2 39.8 15.3 20.7 51.7 72.3 22.66 21.62 -0.0677813380859
"2549" "YGR056W" "YGR056W" 0 NA NA NA NA NA NA 29.55 20.66 -0.5163178762
